	sentiment	text	perplexity	keywords	num_keywords	num_keywords_not_used
16	[positive]	 Wir waren in diesem Hotel. Wir waren sehr zufrieden. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Jeden Tag waren Kinder im Zimmer. Die Zimmer waren sehr sauber. Das Essen war gut. Die Sauberkeit war auch gut. Es gab jeden Tag neü Handtücher. Die Zimmer wurden jeden Tag gereinigt. Die Animation war sehr gut. Wir hatten ein sehr schönes Zimmer. Es war sehr sauber. Das Personal war immer sehr nett. Wir hatten Halbpension. Das Essen war sehr gut. Es gab jeden Tag neü Speisen. Es gab auch jeden Tag neü Speisen. Es gab auch jeden Tag neü Speisen.	1.040209775781979	['Wellness', 'Kind', 'Sauberkeit']	3	1
17	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem sehr schlechten Zustand. Es gab jeden Tag das selbe. Die Einrichtung des Hotels ist in einem sehr schlechten Zustand. Die Zimmer sind in einem sehr schlechten Zustand. Die Lage des Hotels ist sehr schlecht. Die Anlage ist in einem sehr schlechten Zustand. Das Essen ist sehr schlecht. Das Personal ist sehr unfreundlich. Die Zimmer sind in einem sehr schlechten Zustand. Der Fitnessraum ist in einem sehr schlechten Zustand. Die Poolanlage ist in einem sehr schlechten Zustand. Die Poolbar war in einem sehr schlechten Zustand. Die Poolbar war nicht sauber. Die Liegestühle waren in	1.0964925042175608	['Aussicht', 'Schwimmbad', 'Fitness']	3	2
18	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Die Zimmer sind ausreichend groß und es ist alles sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut und es ist für jeden was dabei. Wir haben uns sehr wohl gefühlt. Das Personal ist sehr nett und freundlich. Wir haben uns sehr wohl gefühlt. Die Zimmer sind groß und sauber. Das Essen ist sehr gut und abwechslungsreich. Wir haben uns sehr wohl gefühlt. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr sauber. Das Personal ist sehr nett und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das	1.0408527306118547	['Wellness', 'Aussicht', 'Kissen']	3	3
19	[negative]	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Es gab jeden Tag das gleiche. Es gab immer das selbe. Es gab immer das selbe. Es gab immer das gleiche. Das Essen war nicht abwechslungsreich. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das gleiche. Es gab immer das	1.0503112221629503	['Rechnung', 'Fenster', 'Heizung']	3	3
20	[positive]	 Wir waren in diesem Hotel. Das Personal ist sehr freundlich und hilfsbereit. Alle Mitarbeiter sind sehr freundlich und hilfsbereit. Die Zimmer werden täglich gereinigt. Das Essen ist sehr gut. Wir hatten Halbpension. Es war für uns ein sehr schöner Urlaub. Das Hotel ist sehr sauber. Die Mitarbeiter sind sehr nett und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel hat einen sehr guten Service. Wir haben uns sehr wohl gefühlt. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Wir haben uns sehr wohl gefühlt. Das Hotel hat einen sehr guten Service. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr sauber.	1.0494747823389008	['Hilfe', 'Personal', 'Rechnung']	3	2
21	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind in einem guten Zustand. Das Essen ist sehr gut. Es ist für jeden was dabei. Wir haben uns sehr wohl gefühlt. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr familienfreundlich. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr sauber. Das	1.0504512831931245	['Haustier', 'Kosmetikartikel', 'Aussicht']	3	3
22	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem sehr schlechten Zustand. Das Personal ist sehr unfreundlich. Die Zimmer sind in einem sehr schlechten Zustand. Das Essen ist sehr schlecht. Es gibt sehr wenig Abwechslung. Das Personal ist sehr unfreundlich. Die Bedienung an der Bar ist sehr unfreundlich. Das Personal an der Poolbar ist sehr unfreundlich. Die Poolbar ist sehr laut. Die Liegestühle am Strand und am Pool sind nicht ausreichend vorhanden. Die Poolbar ist auch in einem sehr schlechten Zustand. Die Poolbar ist sehr laut. Die Poolbar ist auch in einem sehr schlechten Zustand. Die Poolbar	1.0665921580941906	['Kissen', 'Kosmetikartikel', 'Preis']	3	3
23	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Die Zimmer sind sehr groß und schön eingerichtet. Die Betten sind sehr beqüm. Das gesamte Personal ist sehr freundlich und hilfsbereit. Die Zimmer werden täglich gereinigt. Die Zimmer werden täglich gereinigt. Wir hatten Halbpension. Das Essen war sehr gut und abwechslungsreich. Es gab jeden Tag ein anderes Thema. Es war für jeden was dabei. Es war für jeden etwas dabei. Es war immer etwas dabei. Ich habe mich sehr wohl gefühlt. Das Personal war immer sehr nett und hilfsbereit. Ich kann das Hotel nur weiterempfehlen. Ich habe mich sehr wohl gefühlt. Das Personal an der Rezeption war	1.063903672561743	['Fenster', 'Kind', 'Freizeit']	3	3
24	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem sehr schlechten Zustand. Beim Frühstück gab es keine Auswahl. Das Abendessen war sehr schlecht. Es gab jeden Tag das selbe. Die Auswahl war sehr bescheiden. Es gab kaum frisches Obst. Es gab jeden Tag das selbe. Die Atmosphäre war sehr schlecht. Die Klimaanlage funktionierte nicht. Es gab keine frischen Früchte. Es gab jeden Tag das selbe. Die Reinigung der Zimmer war sehr schlecht. Die Zimmer wurden jeden Tag neu gestrichen. Die Sauberkeit war sehr schlecht. Es gab keine Animation. Es gab keine Sportmöglichkeiten. Es gab nur ein Billiardtisch. Das Personal war sehr	1.068932984998562	['Klimaanlage', 'Leistungs', 'Frühstück']	3	1
25	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind sehr groß und sauber. Das Essen ist sehr gut. Es ist für jeden was dabei. Wir haben uns sehr wohl gefühlt. Das Personal an der Rezeption ist sehr nett und hilfsbereit. Die Zimmer sind sehr sauber. Das Personal an der Bar ist sehr nett und lustig. Wir haben uns sehr wohl gefühlt. Das Personal an der Bar ist sehr nett und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Essen war sehr gut. Es war für jeden was dabei. Es war für jeden was dabei. Wir haben uns sehr wohl	1.0410986422059447	['Hilfe', 'Dusche', 'Empfang']	3	3
26	[positive]	 Wir waren in diesem Hotel. Wir waren sehr zufrieden. Das Personal war sehr freundlich und hilfsbereit. Das Essen war gut und abwechslungsreich. Es war für jeden was dabei. Wir hatten Halbpension gebucht. Es war für uns ein sehr schöner Urlaub. Die Zimmer waren sehr sauber. Das Essen war sehr gut und abwechslungsreich. Es war für jeden was dabei. Wir hatten Halbpension gebucht. Es war für uns ein schöner Urlaub. Wir werden auf jeden Fall wieder kommen. Das Personal war sehr freundlich und hilfsbereit. Wir hatten Halbpension gebucht. Es war für uns ein schöner Urlaub. Wir hatten Halbpension gebucht. Es war für uns ein schöner Urlaub. Wir hatten Halbpension	1.0345278465996697	['Teekocher', 'Kaffee', 'Badewanne']	3	3
27	[positive]	 Wir waren in diesem Hotel. Es hat uns sehr gut gefallen. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind sehr sauber. Das Essen ist sehr gut und abwechslungsreich. Wir hatten Halbpension. Das Frühstück war sehr gut. Es gab jeden Tag ein Salatbuffet. Es gab auch jeden Tag Nudeln und Kartoffeln. Die Auswahl war sehr groß. Es gab jeden Tag Nudeln und Kartoffeln. Es gab auch jeden Tag Pommes. Es gab auch jeden Tag Nudeln und Kartoffeln. Es gab auch jeden Tag Pommes. Es gab auch jeden Tag Nudeln und Kartoffeln. Es gab auch jeden Tag Pommes. Es gab auch jeden Tag Nudeln und Kartoffeln. Es gab	1.0462294682611721	['Toilette', 'Rechnung', 'Servicequalität']	3	3
28	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr schön. Die Lage ist sehr gut. Man kann mit dem Taxi oder dem Bus zum Strand fahren. Die Anlage ist sehr gepflegt. Die Zimmer sind sehr sauber. Das Essen ist sehr gut. Es gibt jeden Tag ein anderes Thema. Es ist für jeden was dabei. Das Personal ist sehr freundlich. Wir hatten Halbpension. Das Frühstück war sehr gut. Es gab jeden Tag frisches Obst. Es gab jeden Tag frisches Obst. Es war für jeden was dabei. Es war für jeden was dabei. Es war für jeden was dabei. Es war für jeden was dabei. Es war für jeden was	1.0497363514128397	['Schwimmbad', 'Lage', 'Haustier']	3	2
29	[negative]	 Wir waren in diesem Hotel. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind total verdreckt und die Einrichtung ist auch nicht besonders schön. Wir hatten den Eindruck, dass das Hotel nicht sauber gemacht wurde. Die Handtücher wurden nicht gewechselt, die Toilette wurde nicht gereinigt, die Zimmer wurden nicht richtig gereinigt. Die Betten waren sehr dreckig. Die Zimmer wurden nicht richtig gereinigt. Es gab nichts zu reinigen. Es war sehr laut. Das Essen war sehr schlecht. Es war immer das gleiche. Es gab keine Auswahl. Es gab jeden Tag das gleiche. Es gab keine Themenabende. Es gab immer das gleiche. Es gab keine	1.0547007073387293	['Eindruck', 'Erreichbarkeit', 'Kosmetikartikel']	3	2
30	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Die Zimmer sind sehr groß und sehr modern eingerichtet. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut. Die Sauberkeit ist sehr gut. Das Personal ist sehr hilfsbereit. Die Lage des Hotels ist sehr gut. Wir haben uns sehr wohl gefühlt. Das Hotel ist in einem guten Zustand. Die Zimmer sind sehr sauber. Das Essen ist sehr gut. Das Personal ist sehr freundlich und hilfsbereit. Wir haben uns sehr wohl gefühlt. Das Hotel ist sehr zu empfehlen. Wir haben uns sehr wohl gefühlt. Das Hotel hat eine sehr schöne Lage. Wir haben uns sehr wohl gefühlt	1.0633873020644966	['Wellness', 'Lage', 'Sauberkeit']	3	1
31	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel und die Lage sind sehr schlecht. Das Essen ist sehr schlecht. Die Preise in der Bar sind sehr niedrig. Die Zimmer sind alt und dreckig. Die Klimaanlage funktioniert nicht. Der Pool ist sehr klein. Die Liegen am Pool und am Strand sind kaputt. Das Personal ist sehr unfreundlich. Die Tische werden nicht abgeräumt. Das Personal in der Bar ist sehr unfreundlich. Die Cocktails werden nicht abgeräumt. Die Animateure sind sehr unfreundlich. Die Kinderdisco ist ein Witz. Die Kinderdisco war auch nicht besonders gut. Die Animateure waren sehr unfreundlich	1.0604988362632954	['Lage', 'Haustier', 'Preis']	3	1
32	[negative]	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Es gab jeden Tag das selbe. Das Personal war sehr unfreundlich. Das Essen war sehr eintönig. Jeden Tag das selbe. Das Frühstück war schlecht. Es gab keine Auswahl. Es gab immer das selbe. Das Abendessen war sehr schlecht. Es gab jeden Tag das selbe. Es gab immer das selbe. Die Auswahl war sehr klein. Es gab immer das selbe. Es gab immer das selbe. Es gab immer das gleiche. Die Qualität der Speisen war sehr schlecht. Es gab immer das selbe. Es gab immer das gleiche. Es gab immer das selbe. Es gab	1.0504489000351196	['Handtuch', 'Personal', 'Parkplatz']	3	2
33	[positive]	 Wir waren in diesem Hotel. Die Anlage ist sehr schön und gepflegt. Das Personal ist sehr freundlich und hilfsbereit. An der Rezeption kann man sich sehr gut verständigen. Die Zimmer sind sehr sauber und ordentlich. Wir hatten Halbpension. Die Lage des Hotels ist sehr gut. Wir haben uns sehr wohl gefühlt. Das Essen war sehr gut und abwechslungsreich. Es war für jeden etwas dabei. Wir hatten Halbpension. Das Essen war sehr gut und abwechslungsreich. Es war für jeden etwas dabei. Wir hatten Halbpension. Das Personal war sehr freundlich und hilfsbereit. Wir hatten Halbpension. Das Essen war sehr gut und abwechslungsreich. Es gab jeden Tag ein anderes Essen. Es	1.042969956431538	['Parkplatz', 'Schwimmbad', 'Lage']	3	2
34	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind sehr klein. Das Essen ist sehr schlecht. Das Personal ist sehr unfreundlich. Die Lage des Hotels ist sehr schlecht. Die Preise für Getränke sind sehr hoch. Das Essen ist sehr schlecht. Die Zimmer sind in einem sehr schlechten Zustand. Das Personal ist sehr unfreundlich. Die Zimmer sind nicht sauber. Das Zimmermädchen hat sich die Haare am Bett vom Vorgänger auf den Handtüchern angeschaut. Das Zimmermädchen hat sich die Haare vom Vorgänger auf den Handtüchern angeschaut. Das Hotel ist sehr schlecht. Das Personal ist sehr unfreundlich.	1.095236484563354	['WLAN', 'Rechnung', 'Bett']	3	2
35	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr groß und sauber. Wir hatten ein Zimmer mit Meerblick gebucht. Das Zimmer war sehr groß und sauber. Es gab jeden Tag frische Handtücher. Das Personal war sehr freundlich und hilfsbereit. Wir hatten Halbpension gebucht. Das Frühstück war sehr gut. Es gab immer frisches Obst und eine große Auswahl an verschiedenen Speisen. Das Abendessen war sehr gut. Die Atmosphäre war sehr angenehm. Wir hatten Halbpension gebucht. Das Essen war sehr lecker. Es gab jeden Tag das Gleiche. Es war für jeden was dabei. Wir hatten Halbpension gebucht. Das Essen war sehr gut. Es gab jeden Tag das Gleiche. Es war	1.0421064923198484	['Atmosphäre', 'Empfang', 'Rechnung']	3	2
36	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr sauber. Die Zimmer sind sehr groß und sehr sauber. Die Anlage und deren Ausstattung sind sehr schön. Es ist alles sehr gepflegt und sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Das Frühstück war auch sehr gut. Es gab jeden Tag ein anderes Thema. Es war für jeden was dabei. Es war immer etwas dabei. Das Personal war sehr nett und hat sich sehr um die Gäste gekümmert. Es war alles sehr sauber. Wir haben uns sehr wohl gefühlt. Das Essen war sehr gut und abwechslungsreich. Es war für jeden was dabei. Es war	1.051462327410124	['Ausstattung', 'Frühstück', 'Komfort']	3	1
37	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind sehr hellhörig. Die Empfangshalle ist sehr hellhörig. Das Essen ist sehr schlecht. Die Getränke sind im Preis nicht inbegriffen. Die Liegen am Strand sind sehr dreckig. Es gibt keine Sonnenschirme. Es gibt keine Animation. Die Poolanlage ist sehr klein. Es gibt keine Poolbar. Die Poolbar ist sehr klein. Die Liegestühle am Strand und am Pool sind sehr verdreckt. Es gibt keine Sonnenschirme. Es gibt keine Poolbar. Die Poolbar ist sehr klein. Es gibt keine Poolbar	1.0695744763787003	['Bett', 'Wellness', 'Preis']	3	2
38	[negative]	 Wir waren in diesem Hotel. Das Essen war einfach nur schlecht. Es gab jeden Tag das gleiche und die Preise waren sehr hoch. Jeden Tag das gleiche. Das Personal war sehr unfreundlich und hat sich nur auf die Gäste bezogen. Es gab jeden Tag das gleiche und die Preise waren sehr hoch. Es gab keine große Auswahl an Speisen. Die Auswahl war auch sehr schlecht. Es gab jeden Tag das gleiche und die Preise waren sehr hoch. Es gab keine Abwechslung. Es gab nur zwei Sorten Fleisch und eine Sorte Gemüse. Die Auswahl war auch sehr schlecht. Es gab jeden Tag das selbe und die Preise waren sehr hoch. Es gab keine	1.0467589228115584	['Handtuch', 'Preis', 'Hilfe']	3	2
