	sentiment	text	org_text	perplexity	sent_predicted_label	sent_predicted_score	sentiment_conv	sent_predicted_label_conv	text_del_stop_words	rouge_score_f	slor	readability_score	text_processed	lda_score
24	[negative]	" Schlechtestes Hotel aller Zeiten Hoteltyp: reines Russen und Araberhotel, Größe des Hotels: 10,5 Zimmer: 2,5 Badezimmer: 1
Ich würde mir das Hotel sehr gut vorstellen. Allerdings ist es in der Stadt sehr teuer. Da es nur 5 Minuten vom Bahnhof entfernt ist, sollte man schon eine günstige Unterkunft finden.
Hotel liegt zentral in der Stadt. Man kann alles fußläufig erreichen. Allerdings ist es in der Stadt sehr teuer. Da es nur 5 Minuten vom Bahnhof entfernt ist, sollte man schon eine günstige Unterkunft finden.
Ich würde das Hotel sehr gut vorstellen. Allerdings ist es in der Stadt sehr teuer. Da es nur 5 Minuten vom Bahnhof entfernt ist, sollte man schon eine günstige Unterkunft finden.
In der Stadt ist es nicht so günstig, da es nur 5 Minuten vom Bahnhof entfernt ist. Man"	Schlechtestes Hotel aller Zeiten Hoteltyp: reines Russen und Araberhotel, Größe der Anlage: ein rießen Komplex, welcher nicht mal fähig ist einen Plan seiner Anlage zu vollfertigen. Wir haben einen kopierten Schwarz/weiss Zettel erhalten in verschiedenen Variationen, wovon nicht mal einer stimmte. Normalerweise erhält man ein fabiges Prospekt mit allen Informationen rund um die Anlage. Am ganzen Gelände sind Baustellen Anzahl der Zimmer: anmass - viele sogenannte Villen, Resourts und das Hauptgebäude, Stockwerke: meist stöckig, Alter: sieht unserer Meinung nach etwas veraltet aus, Zustand: hält sich in Grenzen, Architektur: typisch ägyptisch, Sauberkeit: lässt zu wünschen übrig, Müll liegt nicht nur im Mülleimer sondern zwischen brauner Erde wo eigentlich Gras sein sollte - überall am Gelände sind Kabeln zu sehen welche das Landschaftsbild im Gelände dermassen stören, eingeschlossene Leistungen: wir haben All Inklusive gebucht - hätten wir uns eigentlich sparen können, denn an den Bars wo wir dies nutzen konnten, gabs grad mal Cola, Fanta, Sprite, Tee, Kaffee die Poolbar war natürlich nicht All Inklusive...:( Gästestruktur: fast nur Russen und Araber, vielleicht Prozentteil Deutsche und Österreicher, Wc`s sind in der Anlage eher selten vorhanden, ebenso Aschenbecher und Mülleimer, die wenn man sie findet meistens unappetitlich voll sind.	1.1557515081642056	NEGATIVE	3.07062029838562	0	0	Schlechtestes Hotel Zeiten Hoteltyp : reines Russen Araberhotel , Größe Hotels : 10,5 Zimmer : 2,5 Badezimmer : 1 Hotel gut vorstellen . Allerdings Stadt teuer . 5 Minuten Bahnhof entfernt , schon günstige Unterkunft finden . Hotel liegt zentral Stadt . fußläufig erreichen . Allerdings Stadt teuer . 5 Minuten Bahnhof entfernt , schon günstige Unterkunft finden . Hotel gut vorstellen . Allerdings Stadt teuer . 5 Minuten Bahnhof entfernt , schon günstige Unterkunft finden . Stadt günstig , 5 Minuten Bahnhof entfernt .	0.18691588389903058	1.037255958274612	84.57	" schlechtestes hotel aller zeiten hoteltyp: reines russen und araberhotel größe des hotels: 105 zimmer: 25 badezimmer: 1
ich würde mir das hotel sehr gut vorstellen allerdings ist es in der stadt sehr teuer da es nur 5 minuten vom bahnhof entfernt ist sollte man schon eine günstige unterkunft finden
hotel liegt zentral in der stadt man kann alles fußläufig erreichen allerdings ist es in der stadt sehr teuer da es nur 5 minuten vom bahnhof entfernt ist sollte man schon eine günstige unterkunft finden
ich würde das hotel sehr gut vorstellen allerdings ist es in der stadt sehr teuer da es nur 5 minuten vom bahnhof entfernt ist sollte man schon eine günstige unterkunft finden
in der stadt ist es nicht so günstig da es nur 5 minuten vom bahnhof entfernt ist man"	0.8633146495197135
25	[positive]	" Ganz ok WIER WAREN OSTERN DORT, mit ewinem ausgebuchten hotel war das wetter super.Die Möglichkeit, eine ausführliche Beratung und den persönlichen Kontakt mit den Verantwortlichen zu bekommen, ist uns sehr wichtig.
Wir würden uns freuen, wenn Sie sich bei uns in unserer Praxis wohlfühlen und sich bei Ihrem Besuch über unsere Praxis informieren.
Sie haben Fragen zu unserem Leistungsspektrum oder wünschen ein persönliches Beratungsgespräch? Dann nehmen Sie gerne Kontakt mit uns auf.
Sie haben ein Anliegen oder möchten uns eine Nachricht hinterlassen? Wir melden uns umgehend bei Ihnen.
Das Sanitätshaus Rüdesheimer ist seit über 40 Jahren Ihr kompetenter Ansprechpartner in Sachen Orthopädie und Unfallchirurgie.
Die Produkte von Rüdesheimer sind sowohl für den Privat- als auch für den professionellen Einsatz geeignet.
Die Rüdesheimer Orthopädie und Unfallchirurgie ist ein Fach"	Ganz ok WIER WAREN OSTERN DORT, mit ewinem ausgebuchten hotel ist mann überfordert leider.. im restaurant schon ab uhrkeine gläser, und teils tassen... personal meist top aber teils auch supermieswc in der anlage sehr ungepflegt---zimmergrösse aussattung top, strand anfangs ungepflegt ab tag gepflegt, handtuch gegen kaution, safe kostet die woche 17, 5 dinar aufm zimmer--- lage einzigartig! doch für das geld hätte ich erwartet dass mann mit vollem haus besser versorgt wird.. getränke an bar abnds sehr mies....die auswahl dder speisen im restaurant immer gut 	1.1595759653130489	POSITIVE	3.7962090969085693	1	1	Ganz ok WIER OSTERN , ewinem ausgebuchten hotel wetter super.Die Möglichkeit , ausführliche Beratung persönlichen Kontakt Verantwortlichen bekommen , wichtig . freuen , unserer Praxis wohlfühlen Besuch Praxis informieren . Fragen Leistungsspektrum wünschen persönliches Beratungsgespräch ? nehmen gerne Kontakt . Anliegen möchten Nachricht hinterlassen ? melden umgehend . Sanitätshaus Rüdesheimer seit 40 Jahren kompetenter Ansprechpartner Sachen Orthopädie Unfallchirurgie . Produkte Rüdesheimer sowohl Privat- professionellen Einsatz geeignet . Rüdesheimer Orthopädie Unfallchirurgie Fach	0.20238094740646273	0.5460314784332672	66.94	" ganz ok wier waren ostern dort mit ewinem ausgebuchten hotel war das wetter superdie möglichkeit eine ausführliche beratung und den persönlichen kontakt mit den verantwortlichen zu bekommen ist uns sehr wichtig
wir würden uns freuen wenn sie sich bei uns in unserer praxis wohlfühlen und sich bei ihrem besuch über unsere praxis informieren
sie haben fragen zu unserem leistungsspektrum oder wünschen ein persönliches beratungsgespräch dann nehmen sie gerne kontakt mit uns auf
sie haben ein anliegen oder möchten uns eine nachricht hinterlassen wir melden uns umgehend bei ihnen
das sanitätshaus rüdesheimer ist seit über 40 jahren ihr kompetenter ansprechpartner in sachen orthopädie und unfallchirurgie
die produkte von rüdesheimer sind sowohl für den privat- als auch für den professionellen einsatz geeignet
die rüdesheimer orthopädie und unfallchirurgie ist ein fach"	0.8587074205298325
26	[positive]	" Vom Flughafen zum Hotel lediglich knappe 30 min. Touren wurden mir von meinem Vermieter angeboten.
Von hier aus ist es nicht weit zum wunderschönen, direkt am Meer gelegenen Strand. Der Ausblick auf die Bucht von Port Adriano ist grandios. Das Hotel ist sauber und gepflegt.
Das Frühstück ist gut, die Auswahl an frischen Brötchen und Brot ist ausreichend. Die Zimmer sind sehr groß und sehr sauber. Das Personal ist sehr freundlich und zuvorkommend.
Das Hotel ist sauber und gepflegt. Der Strand ist ruhig und ruhig. Der Strand ist sehr sauber und gepflegt. Das Personal ist sehr freundlich und zuvorkommend.
Die Zimmer sind groß und sehr sauber. Das Personal ist sehr freundlich und zuvorkommend. Die Zimmer sind sehr groß und sehr sauber. Das Personal ist sehr freundlich und zuvorkommend.
Die Sauberkeit ist gut, die Zimmer sind sauber"	Vom Flughafen zum Hotel lediglich knappe 30 min. Touren wurden vom Reiseleiter angeboten, ansonsten konnte man mit dem sehr günstigen Taxi in die Stadt fahren.	1.1062782199539904	POSITIVE	3.97655987739563	1	1	Flughafen Hotel lediglich knappe 30 min . Touren wurden Vermieter angeboten . weit wunderschönen , direkt Meer gelegenen Strand . Ausblick Bucht Port Adriano grandios . Hotel sauber gepflegt . Frühstück gut , Auswahl frischen Brötchen Brot ausreichend . Zimmer groß sauber . Personal freundlich zuvorkommend . Hotel sauber gepflegt . Strand ruhig ruhig . Strand sauber gepflegt . Personal freundlich zuvorkommend . Zimmer groß sauber . Personal freundlich zuvorkommend . Zimmer groß sauber . Personal freundlich zuvorkommend . Sauberkeit gut , Zimmer sauber	0.28915662229641464	1.3603420427199122	88.74	" vom flughafen zum hotel lediglich knappe 30 min touren wurden mir von meinem vermieter angeboten
von hier aus ist es nicht weit zum wunderschönen direkt am meer gelegenen strand der ausblick auf die bucht von port adriano ist grandios das hotel ist sauber und gepflegt
das frühstück ist gut die auswahl an frischen brötchen und brot ist ausreichend die zimmer sind sehr groß und sehr sauber das personal ist sehr freundlich und zuvorkommend
das hotel ist sauber und gepflegt der strand ist ruhig und ruhig der strand ist sehr sauber und gepflegt das personal ist sehr freundlich und zuvorkommend
die zimmer sind groß und sehr sauber das personal ist sehr freundlich und zuvorkommend die zimmer sind sehr groß und sehr sauber das personal ist sehr freundlich und zuvorkommend
die sauberkeit ist gut die zimmer sind sauber"	0.8606177707612829
27	[negative]	" Außerhalb der Saison. Das Animationsteam besteht aus ausschließlich russischsprachigen Teenagern.
Bei unserem Besuch im Mai 2016, haben wir uns die besten vier Mannschaften des Landes angesehen. Die vier Teams waren unsere Favoriten in den Kategorien „U19-Nationalteam“, „U17-Nationalteam“, „U17-Nationalteam“ und „U17-Nationalteam“. Die Teams aus Russland, Deutschland, Italien, Frankreich, Griechenland, Großbritannien, Polen, Slowakei, Slowenien, Ungarn und der Ukraine haben unsere Erwartungen erfüllt.
Die Gruppenphase der Europameisterschaft wurde von zwei Gruppen geleitet. Die erste Gruppe spielte in den ersten drei Runden um die Plätze 3 und 4. In der zweiten Runde wurde das Team aus Frankreich mit 4:0 besiegt. Die zweite Gruppe spielte in den ersten drei Runden um die Plätze 5 und 6. Die dritte Gruppe war"	Außerhalb der Saison. Das Animationsteam besteht aus ausschließlich russischsprachigen Teenagern.	1.0817787854422467	POSITIVE	3.23089599609375	0	1	Außerhalb Saison . Animationsteam besteht ausschließlich russischsprachigen Teenagern . Besuch Mai 2016 , besten vier Mannschaften Landes angesehen . vier Teams Favoriten Kategorien „ U19-Nationalteam “ , „ U17-Nationalteam “ , „ U17-Nationalteam “ „ U17-Nationalteam “ . Teams Russland , Deutschland , Italien , Frankreich , Griechenland , Großbritannien , Polen , Slowakei , Slowenien , Ungarn Ukraine Erwartungen erfüllt . Gruppenphase Europameisterschaft wurde zwei Gruppen geleitet . erste Gruppe spielte ersten drei Runden Plätze 3 4 . zweiten Runde wurde Team Frankreich 4:0 besiegt . zweite Gruppe spielte ersten drei Runden Plätze 5 6 . dritte Gruppe	0.21739130241020793	1.5978912361775	59.8	" außerhalb der saison das animationsteam besteht aus ausschließlich russischsprachigen teenagern
bei unserem besuch im mai 2016 haben wir uns die besten vier mannschaften des landes angesehen die vier teams waren unsere favoriten in den kategorien „u19-nationalteam“ „u17-nationalteam“ „u17-nationalteam“ und „u17-nationalteam“ die teams aus russland deutschland italien frankreich griechenland großbritannien polen slowakei slowenien ungarn und der ukraine haben unsere erwartungen erfüllt
die gruppenphase der europameisterschaft wurde von zwei gruppen geleitet die erste gruppe spielte in den ersten drei runden um die plätze 3 und 4 in der zweiten runde wurde das team aus frankreich mit 4:0 besiegt die zweite gruppe spielte in den ersten drei runden um die plätze 5 und 6 die dritte gruppe war"	0.8565487990585912
28	[positive]	" Das Essen war sehr gut. Aber ein absolutes Über-Angebot. Man kann es auf jeden Fall empfehlen.
Das Essen war sehr gut. Aber ein absolutes Über-Angebot. Man kann es auf jeden Fall empfehlen. Der Service war freundlich und zuvorkommend.
Ich habe dieses Hotel in der letzten Woche in den letzten 2 Wochen besucht und ich kann es nur empfehlen. Es ist sehr schön, die Zimmer sind sauber und die Zimmer sind sehr groß. Die Lage ist sehr gut, in der Nähe des Flughafens und des Flughafens.
Das Hotel ist sehr schön. Es ist sehr sauber und die Zimmer sind sehr groß. Die Lage ist sehr gut, in der Nähe des Flughafens und des Flughafens.
Die Zimmer sind sehr schön. Das Hotel ist sehr schön. Es ist sehr sauber und die Zimmer sind sehr groß. Die Lage ist sehr"	Das Essen war sehr gut. Aber ein absolutes Über-Angebot. Man wusste schon nach ein paar Tagen nicht mehr, was man esse sollte. Es wiederholt sich halt auch alles. Aber es war immer alles super hergerichtet.	1.0471865219096261	POSITIVE	3.782916784286499	1	1	Essen gut . absolutes Über-Angebot . Fall empfehlen . Essen gut . absolutes Über-Angebot . Fall empfehlen . Service freundlich zuvorkommend . Hotel letzten Woche letzten 2 Wochen besucht empfehlen . schön , Zimmer sauber Zimmer groß . Lage gut , Nähe Flughafens Flughafens . Hotel schön . sauber Zimmer groß . Lage gut , Nähe Flughafens Flughafens . Zimmer schön . Hotel schön . sauber Zimmer groß . Lage	0.29629629157140686	1.1231769343066427	97.09	" das essen war sehr gut aber ein absolutes über-angebot man kann es auf jeden fall empfehlen
das essen war sehr gut aber ein absolutes über-angebot man kann es auf jeden fall empfehlen der service war freundlich und zuvorkommend
ich habe dieses hotel in der letzten woche in den letzten 2 wochen besucht und ich kann es nur empfehlen es ist sehr schön die zimmer sind sauber und die zimmer sind sehr groß die lage ist sehr gut in der nähe des flughafens und des flughafens
das hotel ist sehr schön es ist sehr sauber und die zimmer sind sehr groß die lage ist sehr gut in der nähe des flughafens und des flughafens
die zimmer sind sehr schön das hotel ist sehr schön es ist sehr sauber und die zimmer sind sehr groß die lage ist sehr"	0.8703605528044004
29	[negative]	" Reif für die Abrissbirne 70 er Jahre Charme, der schmutzigste Gauner aller Zeiten, und ein deprimierender Star, der in den 50ern ein magisches Spiel mit den schönen Dingen der Welt machte.
Das, was man als ""Hollywood-Star"" bezeichnen würde, ist eine Verkörperung des ""Sixth Sense""-Epos, das von den Filmemachern und den Produzenten mit einer Fülle von Spezialeffekten, Musik und visuellen Effekten umgesetzt wurde. Die Darsteller, die in diesem Film agieren, sind allesamt bekannte Hollywood-Stars, die in den 60ern und 70ern durch ihre Rolle als billige Arbeitskräfte berühmt wurden.
""Hollywood-Star"" ist ein sehr, sehr großes, visuelles Meisterwerk, das von den Filmemachern mit einem sehr großen Orchester, mit viel Musik"	Reif für die Abrissbirne 70 er Jahre Charme, der schmutzigste Teppich der Welt, Eingangsbereich ist zwar renoviert, die Stockwerke total schmuddelig, ein Sterne, Matrazen mehr als eine Zumutung, Balkon schmutzig und unansehnlich, wurde nicht gereinigt, Bad ist ok. Viele Gäste bleiben im Hotel, wegen dem mickrigen All Inclusiv. Nicht behindertengerecht, nicht familienfreundlich. Terassenbereich und Poolbereich schmutzig, die Sitzmöbel sind total verdreckt und veraltet, gehören auf den Sperrmüll.	1.1372309549525526	POSITIVE	3.6826374530792236	0	1	Reif Abrissbirne 70 Jahre Charme , schmutzigste Gauner Zeiten , deprimierender Star , 50ern magisches Spiel schönen Dingen Welt machte . , `` Hollywood-Star '' bezeichnen , Verkörperung `` Sixth Sense '' -Epos , Filmemachern Produzenten Fülle Spezialeffekten , Musik visuellen Effekten umgesetzt wurde . Darsteller , Film agieren , allesamt bekannte Hollywood-Stars , 60ern 70ern Rolle billige Arbeitskräfte berühmt wurden . `` Hollywood-Star '' , großes , visuelles Meisterwerk , Filmemachern großen Orchester , Musik	0.2608695603224114	2.625637802132962	61.19	" reif für die abrissbirne 70 er jahre charme der schmutzigste gauner aller zeiten und ein deprimierender star der in den 50ern ein magisches spiel mit den schönen dingen der welt machte
das was man als ""hollywood-star"" bezeichnen würde ist eine verkörperung des ""sixth sense""-epos das von den filmemachern und den produzenten mit einer fülle von spezialeffekten musik und visuellen effekten umgesetzt wurde die darsteller die in diesem film agieren sind allesamt bekannte hollywood-stars die in den 60ern und 70ern durch ihre rolle als billige arbeitskräfte berühmt wurden
""hollywood-star"" ist ein sehr sehr großes visuelles meisterwerk das von den filmemachern mit einem sehr großen orchester mit viel musik"	0.8594434987302297
30	[positive]	" Wir hatten ein Deluxe Zimmer in der fünften Etage und die Wohnung ist in einem sehr guten Zustand. Die Lage ist ideal für alle Sehenswürdigkeiten, die man in der Stadt sehen kann. Wir würden wieder hier übernachten.
Ein wunderschöner Aufenthalt in der Gegend. Tolle Lage. Sehr sauber. Die Zimmer sind sehr geräumig und sehr komfortabel. Die Lage ist sehr zentral. Die Mitarbeiter sind sehr freundlich und hilfsbereit. Die Lage ist super, um die Stadt zu erkunden.
Der von Ihnen gefundene Preis ist 15 % niedriger als der durchschnittliche Preis dieses Hotels von $ 86 pro Nacht.
Der von Ihnen gefundene Preis ist 11 % niedriger als der durchschnittliche Preis dieses Hotels von $ 89 pro Nacht.
Der von Ihnen gefundene Preis ist 11 % niedriger als der durchschnittliche Preis dieses Hotels von $ 85 pro Nacht.
Der von Ihnen gefundene"	Wir hatten ein Deluxe Zimmer in der fünften Etage und haben uns gefühlt wie im Penthaus.Die Aussicht ist fantastisch und die große Terrasse mit Liegen lädt zum Sonnen ein.Im Zimmer war noch eine Krupskaffee Nespresso Maschine.	1.0665871039853523	POSITIVE	3.929857015609741	1	1	Deluxe Zimmer fünften Etage Wohnung guten Zustand . Lage ideal Sehenswürdigkeiten , Stadt sehen . übernachten . wunderschöner Aufenthalt Gegend . Tolle Lage . sauber . Zimmer geräumig komfortabel . Lage zentral . Mitarbeiter freundlich hilfsbereit . Lage super , Stadt erkunden . gefundene Preis 15 % niedriger durchschnittliche Preis Hotels $ 86 pro Nacht . gefundene Preis 11 % niedriger durchschnittliche Preis Hotels $ 89 pro Nacht . gefundene Preis 11 % niedriger durchschnittliche Preis Hotels $ 85 pro Nacht . gefundene	0.25242717997926295	1.0980597933943363	77.03	" wir hatten ein deluxe zimmer in der fünften etage und die wohnung ist in einem sehr guten zustand die lage ist ideal für alle sehenswürdigkeiten die man in der stadt sehen kann wir würden wieder hier übernachten
ein wunderschöner aufenthalt in der gegend tolle lage sehr sauber die zimmer sind sehr geräumig und sehr komfortabel die lage ist sehr zentral die mitarbeiter sind sehr freundlich und hilfsbereit die lage ist super um die stadt zu erkunden
der von ihnen gefundene preis ist 15 % niedriger als der durchschnittliche preis dieses hotels von $ 86 pro nacht
der von ihnen gefundene preis ist 11 % niedriger als der durchschnittliche preis dieses hotels von $ 89 pro nacht
der von ihnen gefundene preis ist 11 % niedriger als der durchschnittliche preis dieses hotels von $ 85 pro nacht
der von ihnen gefundene"	0.8616599150224655
31	[positive]	" Der Service und die Freundlichkeit des Personals war so gut, dass ich es sehr genossen habe, dass ich in der Wohnung war, wo ich war. Ich habe die Wohnung sehr genossen, weil es ein sehr schönes, sauberes und bequemes Haus ist. Es ist in der Nähe von Geschäften, Restaurants und Sehenswürdigkeiten. Es ist auch in der Nähe von U-Bahn und Busbahnhof. Es ist auch in der Nähe von Busbahnhof und Metro. Es ist auch in der Nähe von Einkaufszentren und U-Bahn. Es ist auch in der Nähe von Restaurants und Sehenswürdigkeiten. Es ist auch in der Nähe von U-Bahn und Busbahnhof.Mehr
Das Apartment ist sehr sauber und sehr gut ausgestattet. Es ist sehr ruhig, sehr nahe am Bahnhof und am Strand. Es ist auch in der Nähe von Restaurants und Sehenswürdigkeiten."	Der Service und die Freundlichkeit des Personals war so gut, wie selbst im 5-Sterne Hotel in Cala Ratjada nicht erlebt.Jeden Tag Spalier beim Eintritt ins Restaurant und das Personal an der Rezeption war stets gut gelaunt und erkundigt sich gerne über den Gemütszustand. Der Hotelleiter selbst geht abends im Restaurant herum und erkundigt sich über die Zufriedenheit.Sehr gute Deutschkenntnisse oder auch Englisch ist kein Problem.Bei Beschwerden kann man sofort zur Rezeption gehen - wird einem sofort bei Zimmerbezug nahe gelegt und auf Anrufe auf dem Hotelzimmer bezüglich der Zufriedenheit sind keine Seltenheit!Beim letzten Tag wurde außerdem ein Zimmer zum Umziehen angeboten und frische Handtücher gebracht!	1.0585317733456818	POSITIVE	3.90968918800354	1	1	Service Freundlichkeit Personals gut , genossen , Wohnung , . Wohnung genossen , schönes , sauberes bequemes Haus . Nähe Geschäften , Restaurants Sehenswürdigkeiten . Nähe U-Bahn Busbahnhof . Nähe Busbahnhof Metro . Nähe Einkaufszentren U-Bahn . Nähe Restaurants Sehenswürdigkeiten . Nähe U-Bahn Busbahnhof.Mehr Apartment sauber gut ausgestattet . ruhig , nahe Bahnhof Strand . Nähe Restaurants Sehenswürdigkeiten .	0.2411347470811328	1.1052759512843142	93.24	" der service und die freundlichkeit des personals war so gut dass ich es sehr genossen habe dass ich in der wohnung war wo ich war ich habe die wohnung sehr genossen weil es ein sehr schönes sauberes und bequemes haus ist es ist in der nähe von geschäften restaurants und sehenswürdigkeiten es ist auch in der nähe von u-bahn und busbahnhof es ist auch in der nähe von busbahnhof und metro es ist auch in der nähe von einkaufszentren und u-bahn es ist auch in der nähe von restaurants und sehenswürdigkeiten es ist auch in der nähe von u-bahn und busbahnhofmehr
das apartment ist sehr sauber und sehr gut ausgestattet es ist sehr ruhig sehr nahe am bahnhof und am strand es ist auch in der nähe von restaurants und sehenswürdigkeiten"	0.8655666148016692
32	[negative]	" Ausgestattet mit Bett, TV, Klima, Telefon, Garderobe, Balkon, WC und Safe.
Select ratingTHE BRIDE JUNG JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte mit 1 von 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte mit 2 von 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte mit 3 von 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte mit 4 von 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte mit 5 von 5 SternenAm Dienstag, den 29.11.2016, war es wieder soweit: das Kindermusical ""Piccolo"" im"	Ausgestattet mit Bett, TV, Klima, Telefon, Garderobe, Balkon, WC und Dusche. Zu dem ein sehr kleiner Schrank, welcher quasi unbrauchbar ist. Matratzen sind sehr hart und teilweise sehr dreckig. Balkon total dreckig mit sehr vielen Spinnenweben und Spinnen.	1.1034303295250767	POSITIVE	3.6508612632751465	0	1	Ausgestattet Bett , TV , Klima , Telefon , Garderobe , Balkon , WC Safe . Select ratingTHE BRIDE JUNG JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte 1 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte 2 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte 3 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte 4 5 SternenTHE BRIDE JUNG - Vergleich • Pc-Lautsprechersystem / Bewerte 5 5 SternenAm Dienstag , 29.11.2016 , soweit : Kindermusical `` Piccolo ''	0.27397259785325584	-2.4091625054311243	20.72	" ausgestattet mit bett tv klima telefon garderobe balkon wc und safe
select ratingthe bride jung jung - vergleich • pc-lautsprechersystem / bewerte mit 1 von 5 sternenthe bride jung - vergleich • pc-lautsprechersystem / bewerte mit 2 von 5 sternenthe bride jung - vergleich • pc-lautsprechersystem / bewerte mit 3 von 5 sternenthe bride jung - vergleich • pc-lautsprechersystem / bewerte mit 4 von 5 sternenthe bride jung - vergleich • pc-lautsprechersystem / bewerte mit 5 von 5 sternenam dienstag den 29112016 war es wieder soweit: das kindermusical ""piccolo"" im"	0.8627118026607266
33	[positive]	" Qualität der Speisen war gut, aber es wiederholte sich sehr oft, und es gab eine Reihe von Schwierigkeiten, die nicht zu beheben waren.
Im Speisesaal wurde ich immer gefragt, ob ich einen Raum oder eine Bar habe, und ich sagte: „Ja, ich bin eine Bar, aber die sind nicht für mich.“
„Nein, die sind nicht für mich, weil sie mich nicht mögen. Ich habe nicht ein Problem damit, die Bar zu öffnen, aber ich möchte, dass Sie mich sehen. Ich habe ein paar Bedenken, ob ich die Bar schließen kann, wenn ich in einem anderen Raum bin. Wenn Sie eine Bar haben, dann gehen Sie zu einem anderen Raum.
Ich hatte das Gefühl, dass ich einen Fehler gemacht habe, aber ich habe mich nicht darum gekümmert. Ich bin nicht sicher"	Qualität der Speisen war gut, aber es wiederholte sich sehr oft, vom Grill öfters mal angebrannt.Schlechter Wein und nur zu den Malzeiten inklusive.	1.1119020395485573	POSITIVE	3.831160306930542	1	1	Qualität Speisen gut , wiederholte oft , gab Reihe Schwierigkeiten , beheben . Speisesaal wurde immer gefragt , Raum Bar , sagte : „ Ja , Bar , mich. “ „ Nein , , mögen . Problem , Bar öffnen , möchte , sehen . paar Bedenken , Bar schließen , Raum . Bar , gehen Raum . Gefühl , Fehler gemacht , darum gekümmert . sicher	0.2574257389510832	1.9540662530957067	97.23	" qualität der speisen war gut aber es wiederholte sich sehr oft und es gab eine reihe von schwierigkeiten die nicht zu beheben waren
im speisesaal wurde ich immer gefragt ob ich einen raum oder eine bar habe und ich sagte: „ja ich bin eine bar aber die sind nicht für mich“
„nein die sind nicht für mich weil sie mich nicht mögen ich habe nicht ein problem damit die bar zu öffnen aber ich möchte dass sie mich sehen ich habe ein paar bedenken ob ich die bar schließen kann wenn ich in einem anderen raum bin wenn sie eine bar haben dann gehen sie zu einem anderen raum
ich hatte das gefühl dass ich einen fehler gemacht habe aber ich habe mich nicht darum gekümmert ich bin nicht sicher"	0.8637700644618136
34	[negative]	" Der Pool war total alt, verschimmelt und dreckig! Siehe Fotos!Unter anderem wurden in der Kirche verschiedene Fensterscheiben mit Haken oder Löchern für die Orgel eingebaut. Auch eine ""Pavillonanlage"" wurde mit den Fundamenten der Kirche versehen.
Es gab auch eine andere Orgel, die in den Jahren 1786 und 1787 gebaut wurde. Sie war mit dem Grabmal von Carl Bredow aus Berlin, das im Schlosspark zu Schöneberg beigesetzt wurde, verbunden.
In der ""Pavillonanlage"" befand sich auch eine weitere, originale Orgel, die im Jahre 1786 gebaut wurde. Sie war mit dem Grabmal von Carl Bredow aus Berlin, das im Schlosspark zu Schöneberg beigesetzt wurde, verbunden.
Das Grabmal von Carl Bredow ist das einzige Denkmal in der Orangerie"	Der Pool war total alt, verschimmelt und dreckig! Siehe Fotos!Unter der Brücke lagen an den Uferseiten Scherben und herumfliegende Teile eines Schlauchs. Die Duschen waren ebenfalls verkalkt und verschimmelt eine wirkliche Zumutung! Die Liegen waren wohl Reliquien aus den 80er sehr alt und abgelegen. Animation gab es wie schon genannt gar keine, allerdings zu meinem Verwundern stand neben dem Pool eine art Amphitheater das sehr marode und heruntergekommen aussah.Zum Indoor Pool kann ich nichts schreiben, da dieser während meines Aufenthalts außer Betrieb war.	1.1126944929315692	NEGATIVE	3.423461675643921	0	0	Pool total alt , verschimmelt dreckig ! Siehe Fotos ! wurden Kirche verschiedene Fensterscheiben Haken Löchern Orgel eingebaut . `` Pavillonanlage '' wurde Fundamenten Kirche versehen . gab Orgel , Jahren 1786 1787 gebaut wurde . Grabmal Carl Bredow Berlin , Schlosspark Schöneberg beigesetzt wurde , verbunden . `` Pavillonanlage '' befand weitere , originale Orgel , Jahre 1786 gebaut wurde . Grabmal Carl Bredow Berlin , Schlosspark Schöneberg beigesetzt wurde , verbunden . Grabmal Carl Bredow einzige Denkmal Orangerie	0.25899280075772485	1.6577075368955783	73.88	" der pool war total alt verschimmelt und dreckig siehe fotosunter anderem wurden in der kirche verschiedene fensterscheiben mit haken oder löchern für die orgel eingebaut auch eine ""pavillonanlage"" wurde mit den fundamenten der kirche versehen
es gab auch eine andere orgel die in den jahren 1786 und 1787 gebaut wurde sie war mit dem grabmal von carl bredow aus berlin das im schlosspark zu schöneberg beigesetzt wurde verbunden
in der ""pavillonanlage"" befand sich auch eine weitere originale orgel die im jahre 1786 gebaut wurde sie war mit dem grabmal von carl bredow aus berlin das im schlosspark zu schöneberg beigesetzt wurde verbunden
das grabmal von carl bredow ist das einzige denkmal in der orangerie"	0.8606699403885403
