	sentiment	text	perplexity	keywords	num_keywords	num_keywords_not_used
10	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr groß und sauber. Das Personal ist sehr freundlich und hilfsbereit. Der Pool ist sehr schön und gepflegt. Der Strand ist auch sehr schön und sauber. Die Animation ist sehr gut und abwechslungsreich. Das Essen ist sehr gut und abwechslungsreich. Die Animation ist auch sehr gut und abwechslungsreich. Die Animation ist auch sehr gut und abwechslungsreich. Die Animation ist auch sehr gut und abwechslungsreich. Das Personal ist auch sehr freundlich und hilfsbereit. Die Animation ist auch sehr gut und abwechslungsreich.Die Atmosphäre im Hotel ist sehr ruhig und angenehm. Die Animation ist auch sehr gut und abwechslungsreich. Die Animation ist auch sehr gut und	1.0499981343185596	['Atmosphäre', 'Studio', 'Empfang']	3	2
11	[negative]	 Wir waren in diesem Hotel. Die Zimmer waren sehr klein. Es war sehr dreckig. Das Essen war sehr schlecht. Es gab jeden Tag das selbe. Jeden Tag gab es das selbe. Jeden Tag gab es das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Jeden Tag gab es das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag	1.0502350835043328	['Handtuch', 'Heizung', 'Minibar']	3	3
12	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Der Kaffee war ungenießbar. Das Frühstück war ein Witz. Es gab nur eine Sorte Wurst und eine Sorte Käse. Die Kinder haben sich mit den Essensresten auf den Tischen verdrückt. Zum Frühstück gab es kein frisches Obst. Nach dem Frühstück gab es kein frisches Obst. Das Abendessen war ein Witz. Es gab nur eine Sorte Fleisch und eine Sorte Gemüse. Es gab jeden Tag das selbe Essen. Es gab immer das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden	1.0447850129258314	['Badewanne', 'Kaffee', 'Kind']	3	1
13	[negative]	 Wir waren in diesem Hotel. Sauberkeit ist ein Fremdwort. Die Zimmer waren dreckig. Der Pool war sehr dreckig. Die Fliesen im Pool waren nicht sauber. Die Sonnenschirme waren dreckig. Das Essen war sehr schlecht. Das Frühstück war eine Frechheit. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Abendessen war eine Frechheit. Es gab nur eine Sorte Käse und eine Sorte Wurst. Es gab nur eine Sorte Wurst und eine Sorte Käse. Es gab nur eine Sorte Käse und eine Sorte Wurst. Das Frühstück war eine Frechheit. Es gab nur eine Sorte Wurst und eine Sorte Käse. Es	1.0490777087586522	['Hilfe', 'Leistungs', 'Sauberkeit']	3	2
14	[negative]	 Wir waren in diesem Hotel. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind klein, dreckig, einfach nur ekelig. Das Essen ist eine Zumutung. Es ist einfach nur ekelhaft. Es gibt kaum Abwechslung. Die Teller werden nicht abgeräumt, wenn man etwas auf den Teller legt. Die Tische werden nicht abgeräumt, wenn man etwas auf den Teller legt. Die Tische werden nicht abgeräumt, wenn man etwas auf den Teller legt. Die Tische werden nicht abgeräumt, wenn man etwas auf den Teller legt. Die Tische werden nicht abgeräumt, wenn man etwas auf den Teller legt. Die Tische	1.062980703745294	['Sehenswürdigkeit', 'Fenster', 'Dusche']	3	3
15	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab nur eine Sorte Käse, eine Sorte Wurst, eine Sorte Marmelade. Das Fleisch war auch nicht genießbar. Die Atmosphäre im Speisesaal war sehr hektisch. Der Speisesaal war immer dreckig. Die Tische wurden nur abgeräumt, wenn man sie eingedeckt hatte. Die Tische wurden nicht abgeräumt, wenn man sie eingedeckt hatte. Die Tische wurden nicht abgeräumt, wenn man sie eingedeckt hatte. Die Tische wurden nicht abgeräumt, wenn man sie eingedeckt hatte. Die Tische wurden nicht abgeräumt, wenn man sie eingedeckt hatte. Die Tische	1.0682077986242013	['Badewanne', 'Atmosphäre', 'Lage']	3	2
16	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich. Mit Kindern sehr zu empfehlen. Alle waren sehr nett und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Essen war sehr gut. Es gab jeden Tag etwas anderes. Es gab jeden Tag ein abwechslungsreiches Buffet. Es gab jeden Tag etwas anderes. Es gab sogar ein Kinderbuffet. Es gab jeden Tag etwas anderes. Es gab jeden Tag ein anderes Essen. Es gab jeden Tag ein anderes Thema. Es gab jeden Tag ein anderes Thema. Es gab jeden Tag ein anderes Thema. Es gab jeden Tag ein anderes Thema. Es gab jeden Tag ein anderes Thema. Es gab jeden Tag	1.044783389909936	['Wellness', 'Kind', 'Sauberkeit']	3	2
17	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab jeden Tag das selbe. Das Frühstück war eine Zumutung. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Abendessen war eine Zumutung. Es gab jeden Tag das selbe. Das Frühstück war eine Zumutung. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Abendessen war eine Zumutung. Es gab jeden Tag das selbe. Das Frühstück war eine Zumutung. Es gab jeden Tag das selbe. Das Abendessen war eine Zumutung. Es gab jeden Tag das selbe. Das Frühstück war eine Zumutung. Es gab jeden Tag das selbe. Das	1.0416346152514822	['Aussicht', 'Schwimmbad', 'Fitness']	3	3
18	[positive]	 Wir waren in diesem Hotel. Es war sehr schön. Die Zimmer waren sehr sauber. Das Personal war sehr freundlich. Die Animation war sehr gut. Die Poolanlage war sehr schön und gepflegt. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Das Essen war sehr gut und abwechslungsreich. Es gab jeden Tag etwas anderes. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Wir kommen wieder. Es war ein sehr schöner Urlaub. Wir haben uns sehr wohl gefühlt und können das Hotel nur weiterempfehlen. Wir kommen wieder. Wir kommen wieder. Wir kommen wieder. Wir kommen wieder. Wir kommen wieder. Wir kommen wieder	1.0408504196371868	['Wellness', 'Aussicht', 'Kissen']	3	3
19	[negative]	 Wir waren in diesem Hotel. Es war sehr dreckig. Das Essen war sehr schlecht. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Der Speisesaal war sehr dreckig. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab	1.0477082644176061	['Rechnung', 'Fenster', 'Heizung']	3	3
20	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. An der Rezeption konnte man deutsch, englisch und russisch. Die Zimmer wurden täglich gereinigt und die Handtücher gewechselt. Die Zimmer wurden jeden Tag gewechselt. Es gab jeden Tag frische Handtücher. Die Reinigung der Zimmer war gut. Die Betten wurden jeden Tag gewechselt. Die Handtücher wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Die Betten wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gewechselt.	1.062205679267347	['Hilfe', 'Personal', 'Rechnung']	3	2
21	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden jeden Tag ordentlich gereinigt. Die Zimmer wurden täglich gereinigt. Das Personal an der Rezeption war immer sehr freundlich und hilfsbereit. Das Personal an der Bar war immer sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Das Personal an der Bar war immer sehr freundlich und hilfsbereit. Das Personal an der Poolbar war immer sehr freundlich und hilfsbereit. Das Personal an der Bar war immer sehr freundlich und hilfsbereit. Das Personal an der Bar war immer sehr freundlich und hilfsbereit. Das Personal an der Bar war immer sehr freundlich und hilfsbereit	1.0464949144626055	['Haustier', 'Kosmetikartikel', 'Aussicht']	3	3
22	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab fast jeden Tag das selbe. Es gab jeden Tag das selbe Essen. Es gab immer das selbe. Die Tische waren dreckig. Es gab nur eine Bar. Der Pool war dreckig. Es gab nur eine Bar. Es gab nur eine Bar. Es gab keine Sonnenschirme. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab nur eine Bar. Es gab	1.0459050237138727	['Kissen', 'Kosmetikartikel', 'Preis']	3	3
23	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden täglich gereinigt. Das Essen war sehr gut und abwechslungsreich. Die Kinder hatten viel Spaß. Der Pool war sehr schön und gepflegt. Die Animation war sehr nett und lustig. Die Zimmer waren immer sauber und ordentlich. Wir haben uns sehr wohl gefühlt und können dieses Hotel nur weiterempfehlen. Wir kommen wieder. Wir haben uns sehr wohl gefühlt und werden bestimmt wieder kommen. Wir haben uns sehr wohl gefühlt und werden bestimmt wieder kommen. Wir haben uns sehr wohl gefühlt und werden bestimmt wieder kommen. Wir haben uns sehr wohl gefühlt und werden bestimmt wieder kommen. Wir haben uns	1.0457463160861915	['Fenster', 'Kind', 'Freizeit']	3	2
24	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Das Frühstück war ungenießbar. Das Abendessen war eine Zumutung. Es gab jeden Tag das gleiche Essen. Es gab kaum Abwechslung. Es gab keine Abwechslung in den Speisen. Es gab immer nur eine Sorte Fleisch und eine Sorte Gemüse. Das Fleisch war roh. Es gab kaum Abwechslung in den Speisen. Es gab nur eine Sorte Gemüse. Das Gemüse war roh. Es gab kaum Abwechslung in den Speisen. Es gab nur eine Sorte Fleisch und eine Sorte Gemüse. Das Gemüse war roh. Es gab nur eine Sorte Gemüse. Es gab nur eine Sorte Fleisch und eine Sorte Gemüse.	1.0525166977789335	['Klimaanlage', 'Leistungs', 'Frühstück']	3	2
25	[positive]	 Wir waren in diesem Hotel. Die Zimmer waren sehr geräumig und sauber. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden täglich gereinigt. Die Zimmer waren immer sauber. Die Zimmer wurden täglich gereinigt. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Dusche war auch immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die Zimmer waren immer sauber. Die	1.0423027340265223	['Hilfe', 'Dusche', 'Empfang']	3	2
26	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr schön und groß. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut und abwechslungsreich. Auch die Animation ist nicht aufdringlich. Es gibt sehr viele Sportmöglichkeiten. Die Animation ist sehr gut und abwechslungsreich. Die Mitarbeiter an der Rezeption sind sehr nett und zuvorkommend. Die Zimmer wurden jeden Tag gereinigt und die Handtücher gewechselt. Die Zimmer wurden jeden Tag gewechselt. Die Reinigung der Zimmer war sehr gründlich. Die Betten wurden jeden Tag gewechselt. Die Handtücher wurden jeden Tag gewechselt. Die Betten wurden jeden Tag gewechselt. Die Handtücher wurden jeden Tag gewechselt. Die Betten wurden jeden Tag gewechselt. Die	1.0555097057341594	['Teekocher', 'Kaffee', 'Badewanne']	3	3
27	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr groß und geräumig. Es gibt einen Fernseher mit einigen deutschen Sendern. Das Bad ist mit einer Toilette ausgestattet. Es gibt auch eine Dusche. Es gibt einen Balkon mit Sitzmöbeln. Das Zimmer war immer sauber und ordentlich. Es gab jeden Tag frische Handtücher. Die Betten waren sehr beqüm. Es gab einen Kühlschrank. Das Zimmer war immer ordentlich gereinigt. Es gab jeden Tag frische Bettwäsche. Es gab jeden Tag frische Handtücher. Es gab einen Safe. Es gab einen Kühlschrank. Es gab jeden Tag frische Handtücher. Es gab jeden Tag frische Bettwäsche. Es gab jeden Tag frische Handtücher.	1.0694471162207555	['Toilette', 'Rechnung', 'Servicequalität']	3	2
28	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich gereinigt. Die Zimmer wurden täglich	1.0467080631183214	['Schwimmbad', 'Lage', 'Haustier']	3	3
29	[negative]	 Wir waren in diesem Hotel. Nie wieder dieses Hotel. Das Essen war sehr schlecht. Es gab jeden Tag das selbe. Es gab fast jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab immer das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe	1.0463295610667815	['Eindruck', 'Erreichbarkeit', 'Kosmetikartikel']	3	3
30	[positive]	 Wir waren in diesem Hotel. Es war sehr schön. Die Lage ist perfekt. Man kann mit dem Shuttlebus zum Strand fahren, der direkt vor dem Hotel liegt. Der Strand ist sehr sauber und gepflegt. Das Personal ist sehr freundlich und hilfsbereit. Wir hatten ein Zimmer mit Meerblick gebucht. Das Zimmer war sehr schön und groß. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gewechselt. Das Personal war sehr nett und hilfsbereit. Wir hatten all inclusive gebucht. Das Essen war sehr gut. Es gab jeden Tag das gleiche Essen. Es gab jeden Tag Nudeln, Reis, Kartoffeln, Pommes, Reis, Nudeln,	1.0514873025140832	['Wellness', 'Lage', 'Sauberkeit']	3	2
31	[negative]	 Wir waren in diesem Hotel. So eine schlechte Lage hatte ich noch nie erlebt. Das Hotel ist in einem sehr schlechten Zustand. Die Zimmer sind dreckig, das Bad ist nicht sauber, die Handtücher werden nicht gewechselt, die Bettwäsche nicht gewechselt. Das Essen ist sehr schlecht. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Die Preise sind überhöht. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es gibt keine Abwechslung. Es	1.0470358849785881	['Lage', 'Haustier', 'Preis']	3	1
32	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht.Das Personal war sehr unfreundlich.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen war eine Zumutung.Das Frühstück war eine Zumutung.Das Abendessen	1.0727670990404143	['Handtuch', 'Personal', 'Parkplatz']	3	2
33	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr groß und sauber. Das Bad ist sehr groß und sauber. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer werden täglich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Das Personal an der Rezeption ist sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt. Die Zimmer wurden jeden Tag ordentlich und ordentlich gereinigt	1.0536653803577694	['Parkplatz', 'Schwimmbad', 'Lage']	3	3
34	[negative]	 Wir waren in diesem Hotel.Es war dreckig. Die Zimmer waren sehr klein. Die Betten waren dreckig. Das Bad war auch dreckig. Der Duschvorhang war dreckig. Die Toilette war dreckig. Im Bett war Schimmel. Die Handtücher waren dreckig. Die Bettdecken waren dreckig. Die Matratzen waren dreckig. Das Essen war sehr schlecht. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag das selbe. Es gab jeden Tag	1.0411930543696704	['WLAN', 'Rechnung', 'Bett']	3	2
35	[positive]	 Wir waren in diesem Hotel. Es hat uns sehr gut gefallen. Das Personal ist sehr freundlich und hilfsbereit. Die Zimmer sind sauber und werden täglich gereinigt. Die Animation ist sehr gut. Die Animation ist sehr kinderfreundlich. Die Animation ist sehr gut. Die Animateure sind sehr nett und hilfsbereit. Die Poolanlage ist schön und gepflegt. Die Animation ist sehr vielfältig. Es gibt jeden Tag eine andere Animateurin. Die Animateure sind sehr nett und hilfsbereit. Die Animation ist für jeden etwas dabei. Die Animation ist sehr kinderfreundlich. Die Animateure sind sehr freundlich und hilfsbereit. Die Animation ist nicht aufdringlich. Die Animation ist sehr	1.0440881770580894	['Atmosphäre', 'Empfang', 'Rechnung']	3	3
36	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr reichhaltig und schmackhaft. Die Zimmer waren immer sauber. Die Animation war sehr gut und abwechslungsreich. Die Strandbar war auch sehr gut. Die Zimmer wurden täglich gereinigt, die Handtücher täglich gewechselt. Es gab die Möglichkeit zwischen Frühstück und Abendessen zu wählen. Das Essen war gut und abwechslungsreich. Es gab jeden Tag eine andere Auswahl. Das Personal an der Poolbar war immer freundlich und hilfsbereit. Die Animation war auch gut. Es gab jeden Tag einen anderen Kinderclub. Die Kinderdisco war auch gut. Die Kinderdisco war auch gut. Die	1.0477880451313477	['Ausstattung', 'Frühstück', 'Komfort']	3	2
37	[negative]	 Wir waren in diesem Hotel. Die Zimmer waren sehr schmutzig, das Bett und die Matratzen waren dreckig. Die Bettwäsche war dreckig, die Handtücher waren dreckig. Die Betten waren dreckig, die Matratzen waren dreckig. Die Animation war schlecht. Der Pool war dreckig, das Wasser schmeckte nach Chlor. Der Strand war dreckig, das Wasser war dreckig. Der Pool war in einem schlechten Zustand. Das Essen war schlecht. Die Preise für Getränke waren überhöht. Es gab keinen Service im Hotel. Das Personal war unfreundlich. Es gab keinen Service im Hotel. Es gab keinen Service im Hotel. Es gab keinen	1.0564687468966563	['Bett', 'Wellness', 'Preis']	3	1
38	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab immer das gleiche. Es gab jeden Tag das gleiche Essen. Es gab immer das gleiche. Es gab keinen Salat. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das gleiche. Die Handtücher waren dreckig. Jeden Tag gab es das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag	1.0444662262717979	['Handtuch', 'Preis', 'Hilfe']	3	2
