	sentiment	text	perplexity	keywords	num_keywords	num_keywords_not_used
10	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut. Die Atmosphäre im Restaurant war sehr angenehm. Das Personal war immer freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Zimmer war immer sauber und das Bad war auch immer sehr schön. Das Personal war immer hilfsbereit und freundlich. Das Personal an der Rezeption war sehr hilfsbereit und freundlich. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag mit frischen Handtüchern versehen. Das Personal war immer freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde	1.0565319356915612	['Atmosphäre', 'Studio', 'Empfang']	3	2
11	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab täglich das gleiche. Das Personal war sehr unfreundlich. Das Personal an der Rezeption war sehr unmotiviert. Das Personal an der Bar war auch sehr unfreundlich. Die Handtücher wurden nicht gewechselt. Die Zimmerreinigung war sehr schlecht. Die Reinigung der Minibar war sehr schlecht. Die Reinigung der Bettwäsche war sehr schlecht. Die Bettwäsche wurde nicht gewechselt. Die Handtücher wurden nicht gewechselt. Die Reinigung der Zimmer war sehr schlecht. Die Handtücher wurden nicht gewechselt. Die Reinigung der Zimmer war sehr schlecht. Die Reinigung der Zimmer war sehr schlecht. Die Reinigung der Zimmer war sehr schlecht	1.0615938225760646	['Handtuch', 'Heizung', 'Minibar']	3	1
12	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es war sehr schlecht. In diesem Hotel gibt es keinen Service. Man kann nicht essen. Das Personal ist sehr unfreundlich. Die Zimmer sind sehr alt und dreckig. Die Handtücher werden jeden Tag gewechselt. Das Essen ist ungenießbar. Es gibt nur Wassermelonen. Es gibt kein Geschirr. Kaffee kann man nicht trinken. Das Personal ist sehr unfreundlich. Man kann nicht essen. Das Essen ist ungenießbar. Es gibt nur Wassermelonen. Es gibt nur Wassermelonen. Es gibt kein Geschirr. Das Personal ist sehr unfreundlich. Es gibt	1.0674859435878383	['Badewanne', 'Kaffee', 'Kind']	3	2
13	[negative]	 Wir waren in diesem Hotel. Dieses Hotel ist eine Zumutung. Das Essen ist ungenießbar. Die Sauberkeit ist eine Zumutung. Das Personal ist unfreundlich und unmotiviert. Das Personal an der Rezeption ist sehr unfreundlich und unmotiviert. Das Personal an der Bar ist sehr unfreundlich und unmotiviert. Das Personal an der Rezeption ist sehr unfreundlich und unmotiviert. Das Personal an der Bar ist sehr unfreundlich und unmotiviert. Das Personal an der Bar ist sehr unfreundlich und unmotiviert. Das Personal an der Bar ist sehr unfreundlich und unmotiviert. Das Personal an der Bar	1.0785240664377262	['Hilfe', 'Leistungs', 'Sauberkeit']	3	2
14	[negative]	 Wir waren in diesem Hotel. Das Essen war sehr schlecht. Es gab nur eine Sorte Fleisch oder Fisch. Das Salatbuffet war sehr schlecht. Es gab immer das selbe. Die Qualität der Speisen war sehr schlecht. Das Gemüse war sehr matschig. Das Fleisch war sehr wenig gewürzt. Es gab immer das gleiche. Es gab nur eine Sorte Gemüse. Das Fleisch war sehr fettig. Das Gemüse war sehr trocken. Es gab nur eine Sorte Fleisch. Das Gemüse war sehr fettig. Das Fleisch war sehr trocken. Das Gemüse war sehr trocken. Das Fleisch war sehr fettig. Das Gemüse war sehr trocken. Das Fleisch war	1.0618920918027466	['Sehenswürdigkeit', 'Fenster', 'Dusche']	3	3
15	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem schlechten Zustand. Das Personal ist unfreundlich. Die Lage ist der Horror. Das Essen ist ungenießbar, die Atmosphäre ist eine Zumutung. Das Personal ist unfreundlich. Das Zimmer ist dreckig und das Bad eine Zumutung. Das Essen ist ungenießbar. Das Personal ist unfreundlich. Die Zimmerreinigung ist ungenießbar. Das Essen ist ungenießbar. Das Essen ist ungenießbar. Das Personal ist unfreundlich. Die Zimmerreinigung ist unfreundlich. Das Essen ist ungenießbar. Das Personal ist unfreundlich. Das Essen ist ungen	1.0718665438418353	['Badewanne', 'Atmosphäre', 'Lage']	3	1
16	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Essen war sehr gut und auch die Kinder waren sehr zufrieden. Wir haben uns sehr wohl gefühlt. Das Personal war immer sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Personal war sehr nett und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Zimmer wurde jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Zimmer wurde jeden	1.0394759815529155	['Wellness', 'Kind', 'Sauberkeit']	3	2
17	[negative]	 Wir waren in diesem Hotel. Sehr dreckig. Die Handtücher wurden nur einmal gewechselt. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Wenig Auswahl. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Essen war sehr schlecht. Es gab nur eine Sorte Wurst und eine Sorte Käse	1.0503678680539865	['Aussicht', 'Schwimmbad', 'Fitness']	3	3
18	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Die Zimmer waren sauber und gut ausgestattet. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt und das Bett wurde jeden Tag neu bezogen. Das Hotelpersonal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt und das Bett wurde jeden Tag neu bezogen. Das Zimmer wurde jeden Tag mit frischen Handtüchern aufgefüllt. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt und das Bett wurde jeden Tag neu bezogen. Das Zimmer wurde jeden Tag gereinigt und das Bett wurde jeden Tag neu bezogen	1.0502298212984025	['Wellness', 'Aussicht', 'Kissen']	3	3
19	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab jeden Tag das gleiche Essen. Es gab wenig Abwechslung. Es gab jeden Tag das selbe Essen. Das Salatbuffet war sehr schlecht. Es gab jeden Tag das selbe Salatbuffet. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Salatbuffet. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden Tag das selbe Essen. Es gab jeden	1.0402903496361762	['Rechnung', 'Fenster', 'Heizung']	3	3
20	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut. Es gab jeden Tag das gleiche. Es gab immer was zu essen. Das Personal war immer freundlich und hilfsbereit. Das Zimmer war sehr groß und sauber. Die Betten waren sehr beqüm. Das Bad war auch sehr groß und sauber. Die Handtücher wurden jeden Tag gewechselt. Das Zimmer wurde jeden Tag gesäubert. Es gab auch einen Safe. Das Zimmer war sehr sauber. Das Personal war sehr freundlich und hilfsbereit. Das Essen war auch sehr gut. Es gab jeden Tag das gleiche. Es gab auch jeden Tag das gleiche. Es	1.078451306258116	['Hilfe', 'Personal', 'Rechnung']	3	2
21	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Essen war sehr gut. Es gab jeden Tag das gleiche. Es gab jeden Tag das gleiche. Es gab auch jeden Tag das gleiche Essen. Es gab jeden Tag das selbe. Es gab jeden Tag das gleiche. Es gab eine sehr schöne Aussicht auf das Meer. Das Zimmer war sehr sauber. Es gab jeden Tag frische Handtücher. Es gab auch einen Safe. Es gab auch einen Kühlschrank. Es gab auch eine Minibar. Es gab auch einen Safe. Es gab auch eine Telefonzelle. Es gab auch einen TV. Es gab	1.0622511622808373	['Haustier', 'Kosmetikartikel', 'Aussicht']	3	2
22	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab immer das gleiche Essen. Es gab nur eine Sorte Wurst und eine Sorte Käse. Das Fleisch war sehr trocken. Es gab jeden Tag das Gleiche. Es gab immer das selbe Essen. Es gab immer das selbe Essen. Das Personal war sehr unfreundlich. Man konnte sich nicht verständigen. Das Essen war sehr schlecht. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen. Es gab immer das gleiche Essen.	1.0390926315440174	['Kissen', 'Kosmetikartikel', 'Preis']	3	3
23	[positive]	 Wir waren in diesem Hotel. Das Hotel ist sehr groß und sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist gut und abwechslungsreich. Es gibt jeden Tag das gleiche. Es gibt jeden Tag das gleiche Essen. Es ist für jeden etwas dabei. Es gibt jeden Tag das gleiche. Für Kinder gibt es jeden Tag das gleiche Essen. Es gibt jeden Tag das gleiche. Es gibt jeden Tag das gleiche Essen. Es gibt jeden Tag das gleiche. Es gibt jeden Tag das gleiche Essen. Es gibt jeden Tag das gleiche Essen. Es gibt jeden Tag das gleiche Essen. Es gibt jeden Tag das gleiche Essen. Es gibt jeden	1.0509621551133703	['Fenster', 'Kind', 'Freizeit']	3	2
24	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab nur das Frühstück. Das Abendessen war ungenießbar. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Das Essen war ungenießbar. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur das Mittagessen und das Abendessen. Es gab nur	1.0393850008040642	['Klimaanlage', 'Leistungs', 'Frühstück']	3	2
25	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Wir hatten ein Zimmer mit Blick auf den Pool. Die Zimmer wurden jeden Tag gereinigt. Das Zimmer war groß und sauber. Es gab einen Safe und ein Telefon. Die Zimmer wurden jeden Tag gereinigt. Das Zimmer wurde jeden Tag gesäubert und die Bettwäsche gewechselt. Auch die Handtücher wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Das Personal war sehr freundlich und hilfsbereit. Wir hatten ein Zimmer mit Blick auf den Pool. Die Zimmer wurden jeden Tag gereinigt. Das Zimmer war groß und sauber. Es gab einen Safe und ein Telefon. Die Zimmer wurden jeden	1.0490671099934346	['Hilfe', 'Dusche', 'Empfang']	3	3
26	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Essen war sehr gut. Es gab jeden Tag das gleiche. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gesäubert und die Handtücher gewechselt. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut. Es gab jeden Tag das gleiche. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt. Das Essen war sehr gut. Es gab jeden Tag das gleiche. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gesäubert und die Handtücher gewechselt. Das	1.0370979155716382	['Teekocher', 'Kaffee', 'Badewanne']	3	3
27	[positive]	 Wir waren in diesem Hotel. Die Servicequalität war hervorragend. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und Handtücher gewechselt. Die Zimmer wurden jeden Tag gesäubert. Auch die Toilettenartikel wurden jeden Tag gewechselt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt. Die Zimmer wurden jeden Tag gesäubert. Die Zimmer wurden jeden Tag gesäubert. Die Zimmer wurden jeden Tag gesäubert. Die Zimmer	1.058254608739929	['Toilette', 'Rechnung', 'Servicequalität']	3	1
28	[positive]	 Wir waren in diesem Hotel. Sehr gute Lage, das Essen war gut und das Personal sehr freundlich. Das Zimmer wurde jeden Tag gereinigt, das Personal war sehr nett und hilfsbereit. Das Zimmer war immer sehr sauber und das Personal war sehr nett und hilfsbereit. Das Essen war sehr gut und das Personal war sehr freundlich. Das Zimmer wurde jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Personal war sehr nett und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt. Das Zimmer wurde jeden Tag gereinigt und das Zimmer wurde jeden Tag gereinigt.	1.0423080535860574	['Schwimmbad', 'Lage', 'Haustier']	3	2
29	[negative]	 Wir waren in diesem Hotel. Nie wieder! Das Hotel ist in einem schlechten Zustand. Das Personal ist unfreundlich und unmotiviert. Das Essen ist ungenießbar. Die Zimmer sind sehr klein und alt. Die Zimmerreinigung ist sehr schlecht. Das Personal ist sehr unfreundlich und unmotiviert. Das Essen ist ungenießbar. Die Zimmer sind sehr klein und alt. Die Zimmerreinigung ist sehr schlecht. Das Personal ist sehr unfreundlich und unmotiviert. Das Essen ist ungenießbar. Die Zimmerreinigung ist sehr schlecht. Das Personal ist sehr unfreundlich und unmotiviert. Das Essen ist ungenießbar. Die	1.0584410883397426	['Eindruck', 'Erreichbarkeit', 'Kosmetikartikel']	3	3
30	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer wurde jeden Tag gereinigt und das Personal war immer sehr freundlich. Die Lage ist sehr schön und sehr ruhig. Das Essen war sehr gut und abwechslungsreich. Das Personal war immer sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt und das Zimmer wurde jeden Tag gesäubert. Es gab jeden Tag frische Handtücher. Das Personal war immer sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Das Zimmer wurde jeden Tag gereinigt und das Zimmer wurde jeden Tag gesäubert. Es gab jeden Tag frische Handtücher. Das Personal war immer sehr freundlich und hilfsbereit.	1.0402879313996534	['Wellness', 'Lage', 'Sauberkeit']	3	2
31	[negative]	 Wir waren in diesem Hotel. Das Personal war sehr unfreundlich und unmotiviert. Die Zimmerreinigung war sehr schlecht. Die Handtücher wurden nicht gewechselt, die Bettwäsche wurde nur am Tag gewechselt. Die Betten waren sehr unbeqüm. Die Handtücher wurden nur am Tag gewechselt. Die Handtücher wurden nur am Tag gewechselt. Die Bettwäsche wurde nur am Tag gewechselt. Die Handtücher wurden nur am Tag gewechselt. Die Bettwäsche wurde nur am Tag gewechselt. Die Handtücher wurden nur am Tag gewechselt. Die Bettwäsche wurde nur am Tag gewechselt. Die Handtücher wurden nur am Tag gewechselt. Die Bettwäsche wurde nur am Tag gewechselt. Die Handtücher wurden nur am Tag gewechselt.	1.190344965562438	['Lage', 'Haustier', 'Preis']	3	3
32	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab jeden Tag das selbe. Das Personal war sehr unfreundlich und unmotiviert. Das Personal an der Rezeption war sehr unfreundlich und unmotiviert. Das Personal an der Bar war sehr unfreundlich und unmotiviert. Das Personal an der Rezeption war sehr unfreundlich und unmotiviert. Das Personal an der Bar war sehr unfreundlich und unmotiviert. Das Personal an der Bar war sehr unfreundlich und unmotiviert. Das Personal an der Bar war sehr unfreundlich und unmotiviert. Das Personal an der Bar war sehr unfreundlich und un	1.0456994673439237	['Handtuch', 'Personal', 'Parkplatz']	3	2
33	[positive]	 Wir waren in diesem Hotel. Die Lage ist super. Der Strand ist auch in Minuten zu Fuß zu erreichen. Das Hotel ist sehr groß und sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Essen ist sehr gut und abwechslungsreich. Die Zimmer sind sehr groß und sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Zimmer ist sehr groß und sehr sauber. Das Essen ist sehr gut und abwechslungsreich. Das Personal ist sehr freundlich und hilfsbereit. Das Zimmer ist sehr groß und sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Zimmer ist sehr groß und sehr sauber. Das Personal ist sehr freundlich und hilfsbereit. Das Zimmer ist	1.0607329825273097	['Parkplatz', 'Schwimmbad', 'Lage']	3	2
34	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab so gut wie immer das selbe. Die Qualität der Speisen war sehr schlecht. Im Bett waren die Ränder des Bettes und die Ränder der Handtücher. Es gab jeden Tag das gleiche Essen. Es gab kein griechisches Essen. Es gab nur eine Sorte Fleisch und eine Sorte Fisch. Das Fleisch war sehr fettig. Es gab jeden Tag das selbe. Es gab nur eine Sorte Gemüse. Es gab nur eine Sorte Fleisch und eine Sorte Fisch. Das Gemüse war sehr fettig. Es gab nur eine Sorte Fleisch und eine Sorte Fisch. Es gab nur eine Sorte Gemüse	1.0520858483072426	['WLAN', 'Rechnung', 'Bett']	3	2
35	[positive]	 Wir waren in diesem Hotel. Das Personal war sehr freundlich und hilfsbereit. Die Zimmer wurden jeden Tag gereinigt. Das Frühstück war sehr gut und reichhaltig. Das Abendessen war sehr gut. Die Atmosphäre war sehr angenehm. Das Essen war sehr gut und abwechslungsreich. Wir hatten Halbpension gebucht. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Wir hatten Halbpension gebucht. Das Essen war sehr gut und abwechslungsreich. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut und abwechslungsreich. Wir hatten Halbpension gebucht. Das Essen war sehr gut und abwechslungsreich. Das Personal war sehr freundlich und hilfsbereit. Das Essen war sehr gut	1.0400837192078876	['Atmosphäre', 'Empfang', 'Rechnung']	3	2
36	[positive]	 Wir waren in diesem Hotel. Die Zimmer sind sehr groß und sauber. Die Betten sind sehr beqüm und die Matratzen sehr beqüm. Das Bad ist sehr groß und sehr sauber. Das Zimmer verfügt über eine Klimaanlage, einen Safe, einen Kühlschrank, Telefon, TV, Telefon und einen Balkon. Das Zimmer wurde jeden Tag gereinigt und das Personal war sehr freundlich und hilfsbereit. Das Frühstück war sehr reichhaltig und lecker. Es gab eine große Auswahl an Wurst, Käse, Käse, Marmelade, Cornflakes, Brot, Brötchen, Cornflakes, Cornflakes, Cornflakes, Toast, Marmelade, Brot, Brötchen,	1.0498825700854395	['Ausstattung', 'Frühstück', 'Komfort']	3	2
37	[negative]	 Wir waren in diesem Hotel. Das Essen war ungenießbar. Es gab jeden Tag das selbe. Es gab nur eine Sorte Fleisch, Fisch und Gemüse, das Fleisch war nicht genießbar. Es gab nur eine Sorte Gemüse, das Gemüse war ungenießbar. Es gab nur eine Sorte Gemüse, das Fleisch war ungenießbar. Es gab nur eine Sorte Fleisch, das Gemüse war ungenießbar. Es gab nur eine Sorte Gemüse, das Gemüse war ungenießbar. Es gab nur eine Sorte Fleisch, das Gemüse war ungenießbar. Es gab nur eine Sorte Gemüse, das Gemüse war ungenießbar. Es gab nur	1.0540367745328576	['Bett', 'Wellness', 'Preis']	3	3
38	[negative]	 Wir waren in diesem Hotel.Die Sauberkeit im Hotel ist sehr schlecht. Die Tische und Stühle sind dreckig und dreckig. Handtücher wurden nicht gewechselt, der Boden wurde nicht sauber gemacht, die Toilettenpapierhalter waren dreckig, die Tischdecken wurden nicht gewechselt, das Geschirr war dreckig, die Gläser waren dreckig, die Teller wurden nicht gewechselt, das Geschirr wurde nicht gewechselt, das Besteck wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr wurde nicht gewechselt, das Geschirr	1.0669379048589402	['Handtuch', 'Preis', 'Hilfe']	3	2
